row ID,row m/z,row retention time,ConditioningQC_neg_5.mzML Peak height,40TT5_neg_61.mzML Peak height,70TT1_neg_70.mzML Peak height,40TT_10M1_neq_18.mzML Peak height,ConditioningQC_neg_10.mzML Peak height,40TT_10M2_neq_16.mzML Peak height,ConditioningQC_neg_4.mzML Peak height,40TT3_neg_39.mzML Peak height,40TT1_neg_53.mzML Peak height,70TT6_neg_32.mzML Peak height,FreshJuice1_neq_24.mzML Peak height,70TT3_neq_14.mzML Peak height,ConditioningQC_neg_9.mzML Peak height,ConditioningQC_neg_3.mzML Peak height,40TT2_neq_22.mzML Peak height,HPP1_neg_33.mzML Peak height,FreshJuice3_neg_64.mzML Peak height,70TT4_neg_55.mzML Peak height,40TT_10M5_neg_40.mzML Peak height,40TT_10M4_neg_26.mzML Peak height,FreshJuice4_neg_38.mzML Peak height,FreshJuice6_neg_45.mzML Peak height,FreshJuice5_neg_73.mzML Peak height,40TT_10M6_neg_72.mzML Peak height,40TT4_neg_49.mzML Peak height,70TT7_neg_76.mzML Peak height,70TT5_neg_30.mzML Peak height,70TT2_neq_25.mzML Peak height,40TT6_neg_69.mzML Peak height,40TT_10M3_neg_46.mzML Peak height,FreshJuice_neq_17.mzML Peak height,SolventBlank4_neg_83.mzML Peak height,SolventBlank2_neg_2.mzML Peak height,FreshJuice2_neg_54.mzML Peak height,ProcessBlank2_neg_77.mzML Peak height,ProcessBlank1_neg_8.mzML Peak height,MEF_SS6_neg_75.mzML Peak height,SolventBlank1_neg_1.mzML Peak height,MEF_SS4_neg_68.mzML Peak height,MEF_SS5_neg_36.mzML Peak height,MEF_SS1_neg_56.mzML Peak height,MEF_SS2_neg_34.mzML Peak height,MEF_SS3_neg_52.mzML Peak height,MEF1_neg_41.mzML Peak height,MEF2_neg_60.mzML Peak height,QC11_neg_78.mzML Peak height,QC4_neg_28.mzML Peak height,QC10_neg_74.mzML Peak height,QC2_neg_13.mzML Peak height,MEF4_neg_29.mzML Peak height,MEF5_neg_50.mzML Peak height,MEF3_neg_44.mzML Peak height,QC9_neg_67.mzML Peak height,QC5_neg_35.mzML Peak height,QC6_neg_43.mzML Peak height,QC3_neq_20.mzML Peak height,QC7_neg_51.mzML Peak height,QC8_neg_59.mzML Peak height,HPP4_neq_21.mzML Peak height,US1_neq_23.mzML Peak height,QC12_neg_79.mzML Peak height,HPP6_neg_31.mzML Peak height,HPP5_neg_71.mzML Peak height,HPP2_neq_15.mzML Peak height,HPP3_neg_27.mzML Peak height,US2_neg_48.mzML Peak height,QC1_neg_12.mzML Peak height,US4_neg_65.mzML Peak height,US3_neg_47.mzML Peak height,UST6_neg_62.mzML Peak height,UST1_neg_37.mzML Peak height,UST2_neq_19.mzML Peak height,UST3_neg_57.mzML Peak height,US6_neg_66.mzML Peak height,US5_neg_42.mzML Peak height,UST5_neg_63.mzML Peak height,UST4_neg_58.mzML Peak height
5258,556.2991624,5.6206403,3905.7788,3466.9612,8446.453,4763.7334,4808.273,5057.3965,4064.594,3931.3315,4034.4004,9061.49,1821.9951,10297.479,4270.7007,3895.8113,3533.373,2239.4907,2687.3916,10515.23,4073.8503,7431.872,2522.3997,3773.1611,2335.7346,4887.8965,4089.1418,7476.248,12003.204,10726.638,3880.9634,4165.315,2111.4,0,0,1629.1696,0,0,3473.784,0,4346.876,3011.3433,3273,4097.1284,5393.653,3438.8743,4552.5576,3931.137,6867.938,3685.4956,5553.7505,4126.48,2789.253,4446.9717,4358.6865,4411.1797,5494.5317,4370.982,3895.3352,5134.038,3510.0972,2468.629,3922.3394,2654.9211,5026.0947,2269.654,3667.8987,2867.4236,4272.5396,4395.495,4408.414,4791.98,3698.8066,3756.965,3428.4138,3994.9915,5281.846,4588.1646,5880.1533
5473,556.3170114,6.1257453,6862.492,9032.682,9119.055,10146.051,5788.956,11217.2705,6323.5044,9605.487,7348.1904,8347.937,4270.485,9324.727,6959.2593,6049.263,8051.161,6221.5923,3867.0137,8504.045,13921.436,11779.249,6179.8135,4802.631,5247.978,9171.287,10106.974,7672.5713,9331.393,10781.539,11729.557,10631.877,5286.7666,0,0,3347.9067,0,0,6833.588,0,8042.625,6732.859,7152.5957,8445.417,8046.432,5209.125,8653.009,7115.4214,8032.322,4443.015,6449.2188,8626.38,9257.011,7045.212,4328.7935,7503.5884,8001.062,5932.0737,8477.677,8114.676,6896.536,4595.4214,5208.445,6813.099,9907.456,7065.059,8141.0303,5480.3203,6105.584,6131.8955,5282.019,7015.7476,8991.237,6735.9507,7380.698,5635.808,5977.38,9846.747,8387.732
923,557.0935861,0.41270792,9453.074,6949.749,9036.573,6868.111,8672.606,7035.697,8656.46,8223.036,7191.5444,8434.345,13514.175,9094,10106.375,7919.2666,6856.2637,7053.997,14354.34,9876.548,5485.0493,5287.6846,11264.82,11181.235,11496.228,6127.5083,6562.6675,7855.2505,9765.009,10587.527,8181.9614,5956.6133,11654.388,0,0,12969.007,0,0,7256.9424,0,7421.697,8825.285,6395.7085,6974.6865,5389.7305,6992.301,5279.879,8361.507,7850.0234,8432.24,9885.356,5746.508,5045.8857,5895.805,8007.67,7676.121,8137.5923,9303.331,8729.535,7549.702,5032.8003,11913.556,7934.254,6183.863,6266.121,4433.4434,7384.463,8864.211,8464.551,8272.431,6274.1797,9120.492,10222.328,12505.088,12445.651,7776.5435,11750.277,10023.519,10294.5625
2854,557.1297104,2.344246,7955.7773,7169.403,8017.1597,9451.233,8224.084,9871.107,8123.2544,7398.284,6627.4966,9331.269,3571.502,8252.956,6989.0776,8063.675,8204.028,7547.3374,4962.163,6863.5913,9253.815,10739.463,3977.461,5011.3384,4184.798,8932.877,7214.291,8908.388,7623.182,7161.7344,8189.299,8814.04,6002.4,0,0,2988.0007,0,0,5580.083,0,8138.2344,6036.371,8749.759,9508.782,7922.032,7091.0415,6421.0503,7769.6685,8109.46,7384.002,7443.379,6303.9595,7681.367,7532.3774,7815.7603,7491.6543,7516.881,7264.26,7184.356,7252.2236,8128.1533,4437.057,7392.1533,7537.063,8232.277,8680.584,7562.5503,6725.7324,7591.5176,6692.4604,6975.6826,11348.654,8032.0044,7514.1133,8364.51,7720.238,6663.8164,9496.37,12357.824
3175,557.2364493,2.5151622,8875.833,9536.89,9374.58,9829.917,7949.2217,11011.121,8928.634,9112.828,10294.856,9635,9645.898,8741.119,7868.5786,9463.94,9057.565,8155.848,8888.843,12354.2705,8677.259,9438.779,9404.379,9670.616,7236.2153,8302.558,9791.208,8782.035,9965.73,8417.068,7535.0513,9565.259,8919.941,0,0,9941.955,0,0,6231.4604,0,7325.764,7160.881,6587.192,7792.1514,7005.473,7072.268,8272.329,9396.663,8896.954,8002.427,7988.3926,7501.022,7420.602,9367.001,8254.515,10246.363,9145.974,8721.155,8892.836,8610.74,9538.741,6594.582,9317.082,9958.965,10259.695,10639.829,9317.635,9024.561,7964.321,8522.221,9357.414,11231.735,7184.888,7652.6387,8427.541,7914.1323,7988.189,11863.467,10939.039
3256,557.2441207,2.5601218,16112.276,16840.146,17739.826,13510.341,19859.88,16797.953,14748.113,15414.725,17934.02,15334.414,15498.558,18555.275,18080.4,16743.543,17898.205,17669.06,17965.256,16720.86,14659.851,16060.062,15610.766,17277.783,15445.473,18825.688,14927.748,17618.988,14240.983,17788.771,15071.176,14200.398,19642.43,0,0,14249.941,0,0,14759.347,0,17418.996,14727.169,14027.213,15568.271,14669.807,14778.437,14109.824,15373.354,20525.203,13898.853,15819.45,12891.601,14167.121,14154.954,14417.387,14913.943,14859.043,19363.95,14986.68,17299.484,14060.665,11097.363,19683.766,21281.537,15739.4,15996.001,16440.074,14747.91,13131.125,13581.746,12773.623,14629.918,16725.691,12115.445,15331.385,16552.826,16915.26,16968.285,14582.747
1081,558.9882453,0.48084292,115923.67,107747.734,88324.305,114051.53,116291.15,99563.016,126392.72,115250.5,105836.09,106541.46,81572.08,99174.83,106201.43,111007.016,96940.6,111803.79,79010.61,99970.305,111954.09,108208.37,79597,72835.24,83315.08,104783.82,100058.6,97393.26,99491.67,99329.84,99016.16,108881.125,91092.27,0,0,82113.09,0,0,89885.6,0,90502.336,91705.836,102057.5,96554.46,101403.11,104240.125,99665.516,102793.55,102267.81,96113.555,118043.43,85017.336,96439.8,104471.734,104378.07,102531.75,95905.03,115682.86,101339.945,103143.78,119468.76,105222.734,97264.695,97870.3,103613.625,112833.43,116256.45,107636.01,96557.01,101245.33,113595.54,87211.34,99348.55,102953.336,87262.2,92174.445,89498.555,97957.47,100074.92
1082,559.0044348,0.47453257,4084.0024,2699.3716,11399.571,0,14839.967,0,10206.842,14956.136,7155.258,4149.556,2736.1836,7150.593,19459.297,3186.3481,17488.814,0,10848.111,13670.631,9829.853,15082.333,3514.255,2325.5764,10566.131,11633.194,12621.92,7826.248,4992.403,2225.456,4585.03,4856.273,2923.4001,0,0,11490.297,0,0,1997.2974,0,11221.633,0,3614.2236,2986.2825,0,0,12130.122,9156.938,4761.032,2190.6943,2222.1616,9146.521,13160.818,8116.3857,14747.802,4621.556,7275.325,6869.9116,15159.012,14142.87,14413.365,18125.12,10198.214,5865.362,11233.415,8999.807,16726.19,8967.696,1328.8889,14919.857,9581.468,5048.003,3953.3003,3916.457,9879.519,9327.136,0,10982.715,4979.8887
5373,559.0072567,5.9048786,7215.545,7840.52,7688.0503,6824.127,7589.438,7450.2964,6549.5586,7908.576,8305.881,7245.4565,7728.6753,7979.074,7315.905,7307.6807,7375.6064,7615.397,7958.0176,8062.638,8017.003,7741.673,8054.668,8722.661,7407.6743,8307.264,7386.822,7955.3022,8808.328,8144.966,7932.2876,7983.963,7180.6187,7472.778,6078.6685,7779.234,7646.0464,6828.1377,7049.8433,11436.609,7563.991,7952.4956,8776.38,7166.356,7710.912,8331.211,7898.7607,8349.875,8984.387,8761.265,7004.25,7549.5146,7298.7397,7950.2783,6987.7954,7670.9966,6540.5503,7412.6846,8657.384,7696.6006,8265.681,6548.1904,8874.577,7156.837,9053.496,7037.4644,8979.515,8182.974,7920.2715,7908.8896,7874.4697,7876.8057,7232.0205,7084.0527,8096.7905,7493.951,8218.018,7910.2554,7504.4033
2779,559.2240732,2.3024154,24945.627,19076.615,25661.523,19807.35,20413.928,26440.268,26130.336,21426.559,24425.223,20807.002,21836.354,20075.76,22940.662,22841.252,21648.977,21193.275,24047.895,20140.959,22700.432,22629.516,23110.602,22534.537,20411.416,21336.66,20172.016,21223.207,21334.059,27868.357,19728.113,22508.588,20423.164,0,0,22285.93,0,0,24130.312,0,25624.363,23092.902,24784.062,25332.764,24771.926,21138.164,27375.229,25443.86,20905.066,19419.977,22147.705,25926.227,22640.479,23899.115,22032.25,23600.4,24911.861,25106,21177.178,24091.215,22112.395,13174.621,25065.047,22825.426,24798.246,24505.346,21434.992,21944.607,24879.844,22722.566,17419.688,21346.414,20144.834,22181.746,26480.47,20934.316,21320.959,23292.965,20120.33
4651,559.2756921,4.586795,20009.646,23774.146,27530.676,17897.25,22406.389,22643.387,18857.186,20260.545,17985.223,24116.957,40266.5,27504.164,19258.943,20070.72,18133.324,18629.58,41320.707,25123.775,19674.336,17858.045,42570.906,46525.426,42989.215,19493.54,23868.035,25814.861,22888.342,26435.01,22553.715,22856.752,35698.023,0,0,49782.633,0,0,8093.3296,0,10086.331,8695.894,8936.734,8898.432,8625.647,7829.2104,14424.49,19215.314,18312.014,19100.613,21077.023,19259.271,19982.354,17223.338,17470.734,18182.338,18271.445,20017.574,18629.197,19006.672,25714.086,16199.989,21198.832,21174.186,22681.754,20198.184,25268.229,18523.533,21896.61,21909.455,17923.395,19090.424,18067.229,22178.504,21198.979,26918.88,24867.885,23766.908,24182.396
5324,559.3119053,5.82783,13512.753,16482.604,12215.538,18511.324,12607.564,16979.182,14734.745,14072.033,13861.845,13932.128,8904.001,17693.572,15042.003,16135.84,14773.968,8092.402,7314,14766.816,20311.508,19423.012,7950.126,6685.917,8495.674,18951.656,19096.676,13166.86,13264.817,16002.031,19325.238,17422.574,10869.133,0,0,8643.5,0,0,15120.967,0,14644.46,15292.759,16432.977,14535.321,17814.21,11083.765,13966.661,11913.581,15061.617,13524.837,14892.8125,14195.716,14713.0625,14933.204,12024.902,14184.226,13950.489,15436.009,13702.628,14686.321,11144.977,7864.3223,13719.869,11474.85,18774.412,7883.519,8771.174,11338.046,14178.876,14249.866,12987.308,14353.373,13941.017,12858.89,14530.669,10313.05,10572.105,17363.48,16304.384
3934,559.9943315,3.180407,4842.538,4395.3945,4320.3965,4540.876,4110.3955,4685.904,4471.4116,5262.824,4666.648,5451.564,4183.1226,4715.1133,3768.4832,5264.192,4091.9377,5627.72,3249.8418,4499.6465,5184.8696,4480.9526,5026.0244,6658.5586,3647.8486,4461.7,6555.71,3915.968,5087.899,4311.1567,4172.938,4668.454,4622.77,0,0,5305.432,0,0,2879.0327,0,3038.6956,3599.4666,4076.6108,3997.4878,5150.3633,4068.7256,4870.6514,4717.01,5476.4473,3554.0034,3506.2195,4487.1924,5962.0884,5343.804,5233.638,5056.765,7765.24,4262.304,4874.2754,4223.9385,4536.8784,5694.2954,3378.4402,4720.319,4594.9014,4328.031,4484.424,5621.009,3871.9956,4362.7603,4817.151,5560.5605,6171.4707,4017.9917,4792.576,3583.2048,5386.3774,3350.8828,3971.9382
1069,560.9931376,0.48061064,7460.9136,9030.165,6699.577,8766.996,7566.429,8467.584,8316.387,7121.811,10002.535,6130.133,6286.84,6485.8447,7088.0684,7963.97,6682.707,6596.451,6594.2544,6503.4917,7850.446,8569.454,6501.2954,5262.356,5472.8286,7697.6772,6668.7935,6690.557,7298.101,6649.6304,6565.0073,7088.3125,7824.343,0,0,4574.191,0,0,7041.053,0,6218.9907,7099.904,7302.06,8387.509,6802.555,9104.15,7552.317,7995.8047,6581.051,7163.0913,7933.9307,6028.794,7382.317,5768.4907,8794.19,8301.057,6440.0083,7357.012,6589.8438,7407.5625,8111.178,5312.751,8018.4478,8563.084,7103.4277,8042.459,6821.0635,6147.326,6299.287,5664.416,8603.006,5205.0312,7213.759,7990.6807,5384.0015,6560.0737,6007.9,6983.074,6896.1113
3970,561.001719,3.1770473,14861.164,12899.497,14332.35,15696.874,14401.265,14484.555,14668.079,15549.389,12220.983,14559.049,12991.717,13978.221,13321.38,14249.64,12325.562,17673.172,11596.065,12759.086,16838.8,15492.036,13601.39,14702.383,14815.694,11749.802,14937.255,12161.855,13208.099,12755.072,13897.584,15991.1,13785.572,0,0,17366.15,0,0,8027.8306,0,7162.131,8168.2363,7978.8857,8212.596,9040.669,7604.723,9906.925,15001.744,13798.129,12317.1455,16566.453,11521.728,12685.3125,11717.236,12014.887,15541.125,14674.621,14548.525,12414.959,13093.57,14151.001,11872.507,17505.482,16702.549,12011.898,14039.121,15869.1045,16485.605,12388.862,13117.516,17252.97,12235.012,14756.492,13635.139,15621.263,13188.403,14914.164,14324.333,16253.121
2351,561.0876261,2.0982032,4319.2656,0,0,1372.5048,5264.5366,1766.6681,3918.2603,1293.4664,1172.0605,1267.6129,0,0,6679.23,4562.2524,0,0,1212.7297,0,0,1303.1166,0,0,1373.9113,1240.1229,0,0,0,1193.8359,0,0,1280.7811,0,0,0,0,0,6915.7334,0,8297.975,8164.464,4064.3337,6523.3125,8488.25,8256.642,16021.657,4661.527,3855.4978,3323.853,4775.9243,24405.945,26295.93,20299.047,3626.728,4456.697,4509.8,3448.7107,4582.0015,3697.4878,1399.1852,0,4914.9756,1410.6127,1231.664,0,0,0,3735.8962,0,1365.2572,0,0,1148.78,0,1288.4177,1269.3997,0,0
2138,561.0882537,1.8383217,1891.8419,0,0,1342.3347,1723.4257,0,1933.2963,0,0,0,0,0,2826.5012,2222.9216,0,0,1173.4623,0,1137.5173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119.7275,0,5015.5117,4068.5942,2437.812,4522.88,4939.0796,5565.9873,7277.802,1925.6488,2558.3474,2711.7095,1453.1716,13677.932,12139.154,11400.394,2289.973,2879.519,1856.6125,1673.2687,1960.2988,3097.6943,0,0,1827.8802,0,0,0,0,0,2519.442,0,0,0,0,0,0,0,0,0,0
3101,561.1397578,2.5061238,23122.727,28272.3,37071.332,22721.875,24757.008,26978.69,24811.023,28437.064,27262.836,31643.006,45047.516,32383.97,23306.016,25526.146,32477.541,34755.383,38742.645,29014.508,22955.086,24899.605,38733.836,48769.867,37243,29016.309,32023.637,32112.928,33184.12,33455.35,31815,26185.385,36695.836,0,0,42429.51,0,0,3424.895,0,3770.1917,3885.1223,5147.069,4388.0073,3587.5283,7989.2114,9599.014,26474.906,25608.975,22988.281,24002.916,10986.45,11584.332,11351.546,22474.705,20928.914,24878.717,24707.506,28678.197,20537.025,33965.17,19088.871,25030.328,30352.955,36311.54,31639.043,31358.623,30990.568,24903.139,30113.148,26450.115,26313.445,24627.695,25814.88,27592.002,37057.98,32025.14,26814.707,29884.873
3521,561.1429445,2.811228,7224.9443,6077.968,5840.3193,6157.9897,8102.04,7479.348,7363.713,6862.387,6692.2495,7318.3286,10380.792,7569.7407,6869.1187,7265.946,7247.854,6720.9834,7635.549,8090.6626,6957.045,7180.9297,10114.796,9781.111,8743.021,5610.5625,7248.4707,8273.317,6338.091,6050.942,7021.207,6598.295,7826.119,0,0,8784.254,0,0,4402.5615,0,2981.4182,2994.2432,2634.5515,3400.0615,2830.2498,3912.5837,5126.1323,6637.552,4428.705,6506.299,9181.732,5874.6914,5343.0083,4891.8633,5773.9385,5252.0093,7042.43,5655.5063,4976.849,6534.912,7400.486,5873.872,6833.166,6888.881,7310.016,6511.829,7707.1323,5637.9595,8403.694,7476.9243,5637.197,5235.807,6654.613,8853.637,7162.7617,7616.884,7050.8877,8191.281,6586.674
4159,561.1973372,3.5278282,19578.14,0,0,0,18384.506,0,19475.854,0,0,0,0,1137.0953,21161.688,18485.732,1209.6095,0,0,0,0,0,0,0,0,0,0,0,1112.6654,0,0,0,0,0,0,0,0,0,81698.72,0,81958.96,72180.28,78402.72,80043,83335.31,95809.63,66498.414,20188.295,16036.518,18500.07,16115.155,51775.41,45621.617,59823.49,18455.943,17711.443,19718.504,18918.809,18209.887,19555.635,0,0,19318.025,0,0,0,0,0,18824.986,1144.0577,0,0,0,0,0,0,0,0,0
3073,562.1431416,2.5036912,8922.037,10346.087,9409,8017.8984,7628.0625,8536.187,7208.4517,9666.342,9063.617,12097.072,17877.861,9586.045,9189.345,7513.5776,11616.733,11641.9795,17719.17,10515.782,9099.7705,8382.277,13510.084,15119.546,15788.039,8799.149,9463.177,11347.175,9589.234,11040.957,8198.06,9571.135,13197.28,0,0,14330.398,0,0,1335.8899,0,2257.3726,2528.2188,2704.3137,2307.5376,1377.8298,2357.9307,2980.4546,9538.281,8554.219,9182.041,8338.801,3989.322,4584.0234,6048.5283,8466.259,7950.8984,7361.2505,7264.225,9618.41,10773.704,10067.86,5709.685,8659.359,11103.998,8954.744,9199.744,11643.744,9730.476,9973.797,9425.46,8405.429,8222.721,7824.339,9276.637,8630.732,11066.289,10096.744,9899.073,11441.423
2681,562.1432573,2.2396102,19895.795,21851.613,22992.53,23299.76,22360.525,23723.258,22184.787,23577.334,21916.22,24479.67,24233.158,22842.334,21727.643,24589.775,27964.584,21859.514,24019.248,23155.578,24299.836,20017.39,23884.008,22563.951,21565.143,21999.758,23048.277,25233.693,23684.85,23697.957,23073.29,22314.482,21595.871,0,0,23016.611,0,0,20579.404,0,21145.389,14962.08,19791.396,16123.046,20826.723,22321.447,19486.332,21397.93,22933.543,24016.25,21683.133,21898.225,27035.393,28953.305,24190.783,20873.459,22484.656,20521.271,24229.475,23664.264,24024.414,19069.318,23839.36,28072.89,25337.918,25630.34,22690.436,22073.691,22962.97,25811.852,23906.326,23856.828,24918.955,23383.51,21824.32,24108.871,28848.041,26599.564,24262.533
5118,562.3146189,5.4025617,45174.848,55483.094,49917.133,66775.93,42434.47,59090.727,45358.715,58004.176,52753.27,51709.008,33341.66,52640.496,40962.15,42719.426,53517.5,31458.297,32294.908,55912.72,57564.617,68821.78,36750.465,39498.082,40541.484,57924.3,61311.992,52457.316,51022.84,50004.992,60860.062,66013.65,39906.332,0,0,32672.9,0,0,43120.01,0,45288.84,39252.504,41375.742,45392.523,40192.223,29753.043,40198.934,46588.523,44249.83,41481.008,48507.082,51297.805,41459,42171.336,43720.63,48035.26,42994.543,49204.188,45577.13,43941.688,45701.906,26129.12,42984.902,37410.387,57991.676,35977,40428.13,31143.059,48670.574,42602.46,41520.473,45006.156,41916.285,39071.062,48122.906,45389.203,42525.926,51721.63,53684.61
1440,562.990647,0.8414492,6594.4805,5940.48,6777.62,7200.805,6373.641,7268.727,7133.376,8252.166,7531.4043,6521.0137,6327.1226,7273.2236,8342.348,6163.222,5956.4805,6993.1704,7404.2153,8013.47,6405.25,5710.287,6717.8965,7065.293,6438.6147,7584.4697,7103.3613,6050.728,7581.055,6462.6177,7654.557,6709.727,6863.444,0,0,6685.0396,0,0,5975.7783,0,6494.3433,6263.8647,5665.1797,5023.8213,6907.206,5330.95,5752.6333,7308.1646,7340.3335,6226.477,6913.3022,6080.6763,5772.267,6415.874,6923.8184,6015.1895,6581.096,7203.84,6572.7,6970.1387,6450.681,5289.411,6153.7695,7087.8135,6667.0996,6872.2314,6974.4434,7077.6416,7275.143,6954.655,7540.713,6065.4263,6463.006,6160.353,5991.8184,6962.747,6065.189,5915.8364,7176.571
3974,562.9990529,3.1778574,10546.811,8199.072,10187.964,9402.139,9497.571,8596.461,9456.35,8907.183,8945.509,10395.113,9111.394,11160.094,8317.307,8081.231,7525.8867,9486.928,8426.945,9750.559,8578.447,11227.2,8422.437,10501.356,9067.092,9212.015,9148.411,8862,10743.113,9157.871,9240.923,8718.128,9297.155,0,0,8002.9844,0,0,5599.3994,0,5141.248,7302.333,5684.5806,4838.1055,4600.67,5377.9424,7643.633,8691.475,10129.967,9004.716,7729.6685,7881.211,8092.16,7855.8774,8557.66,9917.715,9161.896,8569.88,7857.305,9703.288,8107.065,7971.074,9255.978,10647.44,7718.336,8667.47,8267.225,11336.614,9768.355,9422.204,9038.449,8620.408,10314.967,8483.053,11240.141,8771.717,9426.9,9723.528,9402.848
5057,563.020756,5.271994,4887.0356,4384.427,4501.646,4567.5596,5022.8965,4672.2256,5279.9844,4859.785,4937.0547,5429.5347,4469.8403,5680.0005,4492.6763,4507.038,4829.6587,4911.9067,4013.5793,4132.851,4609.7207,5839.0625,3743.913,4569.92,4151.8003,4333.0156,4911.723,4067.3176,5153.532,4147.345,4386.1255,4317.5864,5071.092,3780.3467,4513.2085,4913.7754,3510.6233,3321.491,4148.454,9866.202,4455.838,5715.528,3895.089,4521.7515,4887.063,5480.284,5358.0713,3950.1177,5390.962,4372.872,4826.6304,4760.6577,4384.177,3486.0994,4780.0835,4321.372,4234.018,4093.0366,4035.1482,4167.4854,5028.386,4288.175,4515.758,4208.6494,4059.8499,4403.5557,4414.191,4279.583,4712,3868.0352,4172.123,4209.322,3579.2634,4806.1987,5055.6177,4838.309,5778.4707,4383.4453,5165.991
3719,563.035223,2.97102,10692.65,14538.105,10434.487,9404.043,9353.218,10160.061,8486.006,9317.656,7687.1436,12789.441,9773.866,10026.921,7541.6455,9017.284,9069.853,8274.764,8810.854,8879.47,9285.094,11623.518,8510.466,10858.687,10670.915,9169.535,10702.667,9583.543,8371.066,8630.164,9665.14,9428.08,9729.098,0,0,8682.786,0,0,3557.3884,0,4465.1875,4060.5032,5565.2812,4797.7827,5324.7124,2951.3718,4096.5713,8762.968,8361.99,9424.918,9802.997,5926.174,5864.2783,5477.077,9510.201,9510.226,9881.179,7120.728,9126.998,11248.823,9120.948,5565.0303,9046.844,8831.044,12757.296,10531.214,10759.502,10709.426,8446.311,8265.671,10353.419,9254.92,7847.087,9171.561,9230.331,10354.401,8271.828,9085.007,12909.546
2440,563.0786719,2.1786585,6450.2544,6647.589,7867.2803,7585.0537,6810.5654,6376.6445,6538.0894,8097.56,5641.175,9518.357,8482.949,9533.108,6672.1523,6751.5244,8762.433,7887.9697,9031.129,7881.8,6765.45,5990.608,9186.031,10066.252,8357.216,6430.419,7736.6763,7126.965,8969.415,7071.682,8194.798,7651.2686,10253.558,0,0,8430.727,0,0,1767.9032,0,1988.8739,1474.998,1683.8026,1815.0132,1780.2585,2184.7852,3248.364,6323.2456,7717.0396,5972.531,5540.193,3566.8208,3886.6067,3980.5623,6076.212,6865.2695,6774.3076,5595.5625,6779.4937,7203.417,8964.946,5094.962,6916.106,7647.113,8224.633,7684.4434,6580.067,6094.5654,7083.496,7288.356,6528.756,7631.413,6766.9395,6261.065,7090.247,8633.174,7614.046,7305.9536,7273.41
3380,563.1403005,2.6904836,28071.422,32489.031,35093.125,30807.484,32594.479,34701.18,30785.498,31849.537,34185.973,32306.79,30840.508,35529.15,28329.24,29917.453,32423.514,30916.006,37216.48,34070.12,35747.438,34711.95,32939.977,32402.762,30896.713,32641.734,34690.562,33737.223,31975.846,35797.773,32600.154,33435.598,33792.59,0,0,32436.662,0,0,17963.006,0,15400.562,15733.139,17430.758,18173.201,18002.295,16286.154,26367.635,32544.154,27584.26,30238.57,31215.291,24810.021,28124.844,25677.621,28817.627,29771.062,30041.928,27873.23,28247.94,29325.574,32466.053,20087.81,31156.973,35531.176,35269.805,34573.33,33202.22,28297.521,28264.633,37189.766,29368.105,32948.98,28858.617,30856.662,29481.922,30821.945,30322.479,35902.99,36199.383
1919,563.161309,1.6350838,6570.787,5937.0557,5766.5537,5029.6597,6875.177,6414.3076,7326.8696,7370.459,5654.5645,7242.8184,8754.8,8481.192,6842.3545,6518.159,6989.989,7072.6543,8565.59,5629.307,6763.131,10139.204,7617.2856,6340.78,7722.2715,7434.6714,5984.288,7291.5605,5911.0933,6869.4316,7050.092,5381.9917,6075.6157,0,0,6923.143,0,0,5352.969,0,5098.3516,5398.5625,4881.368,4216.357,5078.737,6550.3135,7325.489,6812.6553,6489.9424,6915.6343,5029.832,7581.334,5398.3203,8270.29,7224.735,7730.531,6206.506,5949.72,5350.1157,6926.425,8116.0703,5103.503,7077.29,6091.159,7531.944,7641.2817,8373.143,5588.1035,6799.7754,6584.5576,6160.2744,5509.116,5063.2705,6631.0547,7801.06,6837.4507,6687.103,6569.1025,5623.56
2164,563.1613382,1.891983,9871.74,12578.533,14066.209,11858.707,11311.561,13371.394,15111.017,11701.841,10858.083,12857.056,14686.429,10803.058,10996.654,11616.891,10715.651,13573.707,16856.203,11956.107,12100.62,16052.716,12974.953,15421.091,16691.207,11466.247,12181.185,12744.655,10383.224,13701.381,13364.272,11911.342,16713.633,0,0,14226.001,0,0,6592.223,0,9500.328,5450.032,7741.423,7838.8374,6454.6934,7777.933,7584.734,14369.03,9403.698,11367.243,14235.572,9562.496,8783.28,9137.523,10586.019,11360.39,10508.036,10712.398,11334.9375,12699.609,13683.818,7389.705,10060.463,11802.745,10984.666,13085.346,13830.677,8050.009,12686.44,13415.196,16276.293,12716.685,10009.863,14001.054,13083.231,13535.776,11061.407,11974.745,11875.006
4200,563.2130469,3.622938,37641.098,41226.24,42392.207,32400.168,34769.52,34183.594,34757.31,37859.977,41296.266,42424.59,2210.4622,45600.363,36136.906,32578.95,38624.098,30360.334,2124.9365,43332.656,43560.832,48528.62,1891.3068,1839.9059,1967.4445,44250.53,40538.62,45738.57,44475.418,38148.38,35330.27,45510.293,14054.164,0,0,1716.331,0,0,32160.879,0,28565.174,36997.125,33826.387,38053.7,35540.312,23943.336,32912.023,35406.664,37486.04,33695.46,37690.26,40153.62,39413.656,40740.76,33535.12,32257.893,34890.938,33478.438,32249.576,35154.555,42246.68,17534.885,34796.25,29650.102,37038.42,32030.78,33502.05,25050.74,37927.4,37113.3,30226.42,44771.46,31661.828,26503.068,40443.246,11741.446,37548.258,49303.227,36151.43
